genus,1062-MG,1082-MG,1202-MG,1313-MG,481-MG,581-MG,640-MG,644A-MG,713-MG,726-MG,728-MG,729-MG,730-MG,731-MG,734-MG,741-MG,769-MG,778-MG,781-MG,809-MG,816-MG,817-MG,936-MG,total,superkingdom,kingdom,phylum,class,order,family,tax
Gemmobacter,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,106,0,158,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Gemmobacter
Cupriavidus,28,1,11,0,0,0,3,5,5,1,10,1,4,0,4,9,2,0,14,11,7,12,23,151,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus
Moraxella,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,33,22,0,34,0,24,22,0,148,Bacteria,none,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella
Ferruginibacter,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,147,Bacteria,none,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Bacteria;none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Ferruginibacter
Jeotgalicoccus,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,132,1,0,144,Bacteria,none,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Jeotgalicoccus
Vicinamibacter,0,4,1,0,0,0,3,33,81,0,0,0,0,0,0,0,20,0,0,0,0,0,0,142,Bacteria,none,Acidobacteria,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Bacteria;none;Acidobacteria;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacter
Bacteroides,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,121,0,131,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Georgenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,112,0,128,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Bogoriellaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Bogoriellaceae;Georgenia
Actinomarinicola,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,125,Bacteria,none,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Bacteria;none;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Actinomarinicola
Saezia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,123,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_Incertae_sedis,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_Incertae_sedis;Saezia
Mangrovicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Mangrovicoccus
Microbacterium,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,23,0,0,59,0,0,12,0,118,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium
Dechloromonas,0,0,3,0,0,0,0,30,81,0,0,0,0,0,0,2,0,0,0,0,0,0,0,116,Bacteria,none,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;Dechloromonas
Veillonella,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,115,Bacteria,none,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Bacteria;none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella
Bosea,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,114,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Boseaceae;Bosea
Sedimentimonas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,112,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sedimentimonas
Tsuneonella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,95,0,111,Bacteria,none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Tsuneonella
Roseitranquillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,76,0,0,0,0,111,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseitranquillus
Ramlibacter,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,3,0,0,3,0,0,0,94,106,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter
Luteimonas,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,103,Bacteria,none,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas
Limnobacter,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,100,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter
Niallia,0,0,22,0,0,1,0,0,0,0,1,0,61,0,0,0,0,0,0,0,15,0,0,100,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Niallia
Pannonibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,95,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Pannonibacter
Skermanella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,94,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Skermanella
Blautia,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,1,0,0,0,0,0,4,0,94,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia
Aerococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,2,0,0,0,0,90,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus
Devosia,0,0,27,0,0,0,0,1,0,0,0,0,1,0,0,60,0,0,0,0,0,0,0,89,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia
Pseudorhizobium,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,88,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Pseudorhizobium
Labilithrix,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,3,48,0,0,0,0,0,0,86,Bacteria,none,Proteobacteria,Deltaproteobacteria,Myxococcales,Labilitrichaceae,Bacteria;none;Proteobacteria;Deltaproteobacteria;Myxococcales;Labilitrichaceae;Labilithrix
Nitriliruptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,86,Bacteria,none,Actinobacteria,Nitriliruptoria,Nitriliruptorales,Nitriliruptoraceae,Bacteria;none;Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor
Usitatibacter,0,0,31,0,0,0,0,39,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,84,Bacteria,none,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Usitatibacteraceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Usitatibacteraceae;Usitatibacter
Rhodoferax,24,1,6,0,0,0,3,4,0,0,15,0,0,0,0,4,0,0,2,8,16,1,0,84,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax
Phenylobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,39,0,21,15,82,Bacteria,none,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium
Paraburkholderia,5,2,5,0,0,0,3,4,0,0,3,0,0,0,14,8,0,0,8,2,5,14,6,79,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Lautropia,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,46,28,0,0,0,0,0,0,79,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia
Mediterraneibacter,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,1,0,0,0,0,76,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter
Knoellia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,45,0,76,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae;Knoellia
Yaniella,0,0,0,0,0,0,0,0,0,1,16,0,22,0,0,0,0,0,32,0,0,4,0,75,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Yaniella
Cytobacillus,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,29,24,10,3,0,74,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Cytobacillus
Zophobihabitans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,73,Bacteria,none,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Orbales;Orbaceae;Zophobihabitans
Ruminococcus,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,59,0,0,0,0,71,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus
Salmonella,0,0,0,0,0,0,0,2,0,0,1,1,0,0,36,13,0,0,1,0,0,17,0,71,Bacteria,none,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella
Atlantibacter,0,0,0,0,0,0,0,0,0,1,0,2,0,0,52,9,0,0,0,0,0,6,0,70,Bacteria,none,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Atlantibacter
Conexibacter,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55,0,2,0,0,69,Bacteria,none,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Bacteria;none;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter
Actinomycetospora,0,0,0,0,0,0,0,0,0,0,0,9,0,0,47,0,0,0,0,0,9,0,0,65,Bacteria,none,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Bacteria;none;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora
Microlunatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,65,Bacteria,none,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Bacteria;none;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Microlunatus
Shewanella,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,42,0,0,0,0,0,0,0,65,Bacteria,none,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
Pseudoneobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,63,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pseudoneobacillus
Cnuella,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,Bacteria,none,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Bacteria;none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Cnuella
Ferribacterium,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,60,Bacteria,none,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;Ferribacterium
Deinococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,59,Bacteria,none,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Bacteria;none;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus
Oceanicella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,59,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceanicella
Ramicandelaber,1,2,3,2,7,4,0,0,1,5,3,4,2,3,6,1,2,0,3,0,4,1,5,59,Eukaryota,Fungi,Zoopagomycota,Zoopagomycota_Incertae_sedis,Ramicandelaberales,Ramicandelaberaceae,Eukaryota;Fungi;Zoopagomycota;Zoopagomycota_Incertae_sedis;Ramicandelaberales;Ramicandelaberaceae;Ramicandelaber
Lacrimispora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,50,0,58,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora
Pararheinheimera,0,0,0,0,0,0,14,0,0,0,0,2,0,0,41,0,0,0,0,0,0,0,1,58,Bacteria,none,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Pararheinheimera
Novosphingobium,0,0,0,0,0,0,0,4,0,0,31,0,0,0,0,0,21,0,0,0,0,0,0,56,Bacteria,none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
Aliicoccus,0,0,0,0,0,24,0,0,0,0,13,0,0,0,0,0,18,0,0,0,0,0,0,55,Bacteria,none,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Aliicoccus
Chishuiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,55,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chishuiella
Halobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus
Pseudorivibacter,10,1,3,0,0,0,3,1,6,0,4,0,0,0,3,2,0,0,0,0,0,0,21,54,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_Incertae_sedis,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_Incertae_sedis;Pseudorivibacter
Schlegelella,5,0,2,0,0,0,2,3,0,0,3,2,1,0,2,7,3,0,6,0,0,2,15,53,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Schlegelella
Ligilactobacillus,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,52,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus
Oscillibacter,0,0,0,0,0,6,0,0,0,0,18,0,0,0,0,0,27,0,0,0,0,0,0,51,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter
Rhizobium,0,0,0,0,0,0,4,0,0,0,0,0,36,0,0,0,0,0,0,0,0,11,0,51,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium
Halomonas,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,1,2,0,0,0,0,0,0,50,Bacteria,none,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
Sphingoaurantiacus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,49,Bacteria,none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingosinicellaceae;Sphingoaurantiacus
Ideonella,0,0,0,0,0,0,42,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,2,48,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Ideonella
Cellulosimicrobium,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,20,0,0,0,0,47,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Promicromonosporaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Promicromonosporaceae;Cellulosimicrobium
Mesobacillus,0,0,0,0,0,0,18,0,0,0,9,1,0,0,0,0,0,0,8,11,0,0,0,47,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Mesobacillus
Stigmatella,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,47,Bacteria,none,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Bacteria;none;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Stigmatella
Halopseudomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,47,Bacteria,none,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Halopseudomonas
Citrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,43,0,47,Bacteria,none,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter
Fundicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,40,0,47,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Fundicoccus
Solirubrobacter,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,24,0,0,45,Bacteria,none,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Bacteria;none;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter
Methylocystis,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,45,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylocystis
Tessaracoccus,0,0,0,0,1,0,0,0,0,0,32,0,0,0,0,11,0,0,0,0,0,0,0,44,Bacteria,none,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Bacteria;none;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Tessaracoccus
Pedobacter,0,0,0,0,0,0,0,0,0,1,2,6,34,0,0,0,0,0,0,0,0,0,0,43,Bacteria,none,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Bacteria;none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
Hyphomicrobium,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Hyphomicrobium
Apibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,42,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Apibacter
Wohlfahrtiimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,41,Bacteria,none,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_sedis,Gammaproteobacteria_Incertae_sedis_Incertae_sedis,Bacteria;none;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_sedis;Gammaproteobacteria_Incertae_sedis_Incertae_sedis;Wohlfahrtiimonas
Enterocloster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,41,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster
Methyloversatilis,0,19,0,0,0,0,18,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,40,Bacteria,none,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Methyloversatilis
Salsipaludibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,Bacteria,none,Actinobacteria,Nitriliruptoria,Salsipaludibacterales,Salsipaludibacteraceae,Bacteria;none;Actinobacteria;Nitriliruptoria;Salsipaludibacterales;Salsipaludibacteraceae;Salsipaludibacter
Amaricoccus,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,38,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus
Nitrospira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,0,0,0,0,0,37,Bacteria,none,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Bacteria;none;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira
Taibaiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,Bacteria,none,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Bacteria;none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Taibaiella
Gemmiger,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,35,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Eubacteriales_Incertae_sedis,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Gemmiger
Qipengyuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,35,Bacteria,none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Qipengyuania
Blastococcus,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,6,0,0,0,0,0,0,35,Bacteria,none,Actinobacteria,Actinomycetia,Geodermatophilales,Geodermatophilaceae,Bacteria;none;Actinobacteria;Actinomycetia;Geodermatophilales;Geodermatophilaceae;Blastococcus
Falsigemmobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Falsigemmobacter
Vescimonas,0,0,0,0,0,31,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,34,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Vescimonas
